table_name,column_name,data_type,column_comment,table_comment,suspicion_category,reason,recommended_review_action
dc_survey_track,lat,double precision,纬度,巡查轨迹记录表,very_short_comment,注释极短 (2字): '纬度',确认该注释是否足以让模型理解字段含义
dc_survey_track,lon,double precision,经度,巡查轨迹记录表,very_short_comment,注释极短 (2字): '经度',确认该注释是否足以让模型理解字段含义
gis_control_unit,control_unit_name,character varying,控制单元名称,,missing_table_comment,表 gis_control_unit 无表级注释，字段 control_unit_name 的训练语义可能不完整,优先补齐表级注释后再训练该表字段
gis_control_unit,control_unit_name,character varying,控制单元名称,,name_like_field,名称类字段，注释可能过于通用: 字段名 'control_unit_name' 注释为 '控制单元名称',人工确认注释是否准确描述该字段业务含义
gis_control_unit,control_unit_code,character varying,控制单元编码,,missing_table_comment,表 gis_control_unit 无表级注释，字段 control_unit_code 的训练语义可能不完整,优先补齐表级注释后再训练该表字段
gis_control_unit,control_unit_code,character varying,控制单元编码,,code_like_field,编码类字段，注释可能过于通用: 字段名 'control_unit_code' 注释为 '控制单元编码',人工确认注释是否准确描述该字段业务含义
gis_poi,region_province,character varying,行政区省,主键id,very_short_comment,注释极短 (4字): '行政区省',确认该注释是否足以让模型理解字段含义
gis_poi,region_city,character varying,行政区城市,主键id,very_short_comment,注释极短 (5字): '行政区城市',确认该注释是否足以让模型理解字段含义
gis_poi,lon,double precision,经度,主键id,very_short_comment,注释极短 (2字): '经度',确认该注释是否足以让模型理解字段含义
gis_poi,lat,double precision,纬度,主键id,very_short_comment,注释极短 (2字): '纬度',确认该注释是否足以让模型理解字段含义
gis_watershed_partition,name_alias,character varying,别名,空间-流域分区数据,name_like_field,名称类字段，注释可能过于通用: 字段名 'name_alias' 注释为 '别名',人工确认注释是否准确描述该字段业务含义
gis_watershed_partition,name_alias,character varying,别名,空间-流域分区数据,very_short_comment,注释极短 (2字): '别名',确认该注释是否足以让模型理解字段含义
gis_watershed_partition_4,last_name,character varying,上一级流域名称,,missing_table_comment,表 gis_watershed_partition_4 无表级注释，字段 last_name 的训练语义可能不完整,优先补齐表级注释后再训练该表字段
gis_watershed_partition_4,last_name,character varying,上一级流域名称,,name_like_field,名称类字段，注释可能过于通用: 字段名 'last_name' 注释为 '上一级流域名称',人工确认注释是否准确描述该字段业务含义
layer_boundary_park,name_part,character varying,分园名称,工业园区-园区边界,name_like_field,名称类字段，注释可能过于通用: 字段名 'name_part' 注释为 '分园名称',人工确认注释是否准确描述该字段业务含义
layer_boundary_park,name_part,character varying,分园名称,工业园区-园区边界,very_short_comment,注释极短 (4字): '分园名称',确认该注释是否足以让模型理解字段含义
layer_entity_process,process_type,character varying,溯源查询类型：industrial-工业园区,溯源关系查询流程：使用到的图层信息,code_like_field,类型类字段，注释可能过于通用: 字段名 'process_type' 注释为 '溯源查询类型：industrial-工业园区',人工确认注释是否准确描述该字段业务含义
layer_entity_process,layer_type,smallint,溯源查询类型：0-查询图层、1-静态图层...,溯源关系查询流程：使用到的图层信息,code_like_field,类型类字段，注释可能过于通用: 字段名 'layer_type' 注释为 '溯源查询类型：0-查询图层、1-静态图层...',人工确认注释是否准确描述该字段业务含义
layer_entity_process,geom_type,character varying,图形类型：点、线、面,溯源关系查询流程：使用到的图层信息,code_like_field,类型类字段，注释可能过于通用: 字段名 'geom_type' 注释为 '图形类型：点、线、面',人工确认注释是否准确描述该字段业务含义
layer_entity_relation,entity_code_1,character varying,要素编码1,图层-要素关联关系表,very_short_comment,注释极短 (5字): '要素编码1',确认该注释是否足以让模型理解字段含义
layer_entity_relation,layer_name_1,character varying,图层名称1,图层-要素关联关系表,very_short_comment,注释极短 (5字): '图层名称1',确认该注释是否足以让模型理解字段含义
layer_entity_relation,relation,character varying,关系名称,图层-要素关联关系表,very_short_comment,注释极短 (4字): '关系名称',确认该注释是否足以让模型理解字段含义
layer_entity_relation,entity_code_2,character varying,要素编码2,图层-要素关联关系表,very_short_comment,注释极短 (5字): '要素编码2',确认该注释是否足以让模型理解字段含义
layer_entity_relation,layer_name_2,character varying,图层名称2,图层-要素关联关系表,very_short_comment,注释极短 (5字): '图层名称2',确认该注释是否足以让模型理解字段含义
layer_outlet_sewage,jcdbh,character varying,监测点编号,工业园区-污水排放口,very_short_comment,注释极短 (5字): '监测点编号',确认该注释是否足以让模型理解字段含义
layer_partition_2,name_1,character varying,一级分区名称,二级分区,name_like_field,名称类字段，注释可能过于通用: 字段名 'name_1' 注释为 '一级分区名称',人工确认注释是否准确描述该字段业务含义
layer_partition_3,name_2,character varying,二级分区名称,三级分区,name_like_field,名称类字段，注释可能过于通用: 字段名 'name_2' 注释为 '二级分区名称',人工确认注释是否准确描述该字段业务含义
layer_partition_3,name_1,character varying,一级分区名称,三级分区,name_like_field,名称类字段，注释可能过于通用: 字段名 'name_1' 注释为 '一级分区名称',人工确认注释是否准确描述该字段业务含义
metadata_view,table_name,character varying,表名,元数据-视图,name_like_field,名称类字段，注释可能过于通用: 字段名 'table_name' 注释为 '表名',人工确认注释是否准确描述该字段业务含义
metadata_view,table_name,character varying,表名,元数据-视图,very_short_comment,注释极短 (2字): '表名',确认该注释是否足以让模型理解字段含义
rs_enterprise_info_lsg,mine_name,character varying,矿山名称,湖北省磷石膏尾矿库企业信息表：宜昌水环境,name_like_field,名称类字段，注释可能过于通用: 字段名 'mine_name' 注释为 '矿山名称',人工确认注释是否准确描述该字段业务含义
rs_enterprise_info_lsg,mine_name,character varying,矿山名称,湖北省磷石膏尾矿库企业信息表：宜昌水环境,very_short_comment,注释极短 (4字): '矿山名称',确认该注释是否足以让模型理解字段含义
rs_enterprise_info_lsg,enterprise,character varying,所属企业,湖北省磷石膏尾矿库企业信息表：宜昌水环境,very_short_comment,注释极短 (4字): '所属企业',确认该注释是否足以让模型理解字段含义
rs_enterprise_info_lsg,out_type,character varying,排渣方式,湖北省磷石膏尾矿库企业信息表：宜昌水环境,code_like_field,类型类字段，注释可能过于通用: 字段名 'out_type' 注释为 '排渣方式',人工确认注释是否准确描述该字段业务含义
rs_enterprise_info_lsg,out_type,character varying,排渣方式,湖北省磷石膏尾矿库企业信息表：宜昌水环境,very_short_comment,注释极短 (4字): '排渣方式',确认该注释是否足以让模型理解字段含义
rs_enterprise_info_lsg,product_status,character varying,目前生产情况,湖北省磷石膏尾矿库企业信息表：宜昌水环境,status_like_field,状态类字段，注释可能过于通用: 字段名 'product_status' 注释为 '目前生产情况',人工确认注释是否准确描述该字段业务含义
rs_enterprise_info_lsg,lon,double precision,经度,湖北省磷石膏尾矿库企业信息表：宜昌水环境,very_short_comment,注释极短 (2字): '经度',确认该注释是否足以让模型理解字段含义
rs_enterprise_info_lsg,lat,double precision,纬度,湖北省磷石膏尾矿库企业信息表：宜昌水环境,very_short_comment,注释极短 (2字): '纬度',确认该注释是否足以让模型理解字段含义
rs_enterprise_info_wade,industry_type,character varying,行业类型,污染源自动监管涉水企业：宜昌水环境,code_like_field,类型类字段，注释可能过于通用: 字段名 'industry_type' 注释为 '行业类型',人工确认注释是否准确描述该字段业务含义
rs_enterprise_info_wade,industry_type,character varying,行业类型,污染源自动监管涉水企业：宜昌水环境,very_short_comment,注释极短 (4字): '行业类型',确认该注释是否足以让模型理解字段含义
rs_enterprise_info_wade,lon,double precision,经度,污染源自动监管涉水企业：宜昌水环境,very_short_comment,注释极短 (2字): '经度',确认该注释是否足以让模型理解字段含义
rs_enterprise_info_wade,lat,double precision,纬度,污染源自动监管涉水企业：宜昌水环境,very_short_comment,注释极短 (2字): '纬度',确认该注释是否足以让模型理解字段含义
rs_industrial_info_yc,name_part,character varying,分园名称,工业园区环境监测数据表,name_like_field,名称类字段，注释可能过于通用: 字段名 'name_part' 注释为 '分园名称',人工确认注释是否准确描述该字段业务含义
rs_industrial_info_yc,name_part,character varying,分园名称,工业园区环境监测数据表,very_short_comment,注释极短 (4字): '分园名称',确认该注释是否足以让模型理解字段含义
rs_industrial_info_yc,lon,double precision,经度,工业园区环境监测数据表,very_short_comment,注释极短 (2字): '经度',确认该注释是否足以让模型理解字段含义
rs_industrial_info_yc,lat,double precision,纬度,工业园区环境监测数据表,very_short_comment,注释极短 (2字): '纬度',确认该注释是否足以让模型理解字段含义
rs_industrial_info_yc,belong_watershed,character varying,所属流域,工业园区环境监测数据表,very_short_comment,注释极短 (4字): '所属流域',确认该注释是否足以让模型理解字段含义
rs_industrial_info_yc,park_development_status,character varying,园区发展现状,工业园区环境监测数据表,status_like_field,状态类字段，注释可能过于通用: 字段名 'park_development_status' 注释为 '园区发展现状',人工确认注释是否准确描述该字段业务含义
rs_industrial_info_yc,leading_industry,text,主导产业,工业园区环境监测数据表,very_short_comment,注释极短 (4字): '主导产业',确认该注释是否足以让模型理解字段含义
rs_industrial_info_yc,park_drainage_status,character varying,工业园区排水现状,工业园区环境监测数据表,status_like_field,状态类字段，注释可能过于通用: 字段名 'park_drainage_status' 注释为 '工业园区排水现状',人工确认注释是否准确描述该字段业务含义
rs_industrial_info_yc,treatment_facility_name,character varying,污水处理设施名称,工业园区环境监测数据表,name_like_field,名称类字段，注释可能过于通用: 字段名 'treatment_facility_name' 注释为 '污水处理设施名称',人工确认注释是否准确描述该字段业务含义
rs_industrial_info_yc,pollution_discharge_permit_code,character varying,排污许可证编码,工业园区环境监测数据表,code_like_field,编码类字段，注释可能过于通用: 字段名 'pollution_discharge_permit_code' 注释为 '排污许可证编码',人工确认注释是否准确描述该字段业务含义
rs_industrial_info_yc,treatment_facility_type,character varying,污水处理设施类型,工业园区环境监测数据表,code_like_field,类型类字段，注释可能过于通用: 字段名 'treatment_facility_type' 注释为 '污水处理设施类型',人工确认注释是否准确描述该字段业务含义
rs_industrial_info_yc,treatment_process_name,character varying,污水处理工艺名称,工业园区环境监测数据表,name_like_field,名称类字段，注释可能过于通用: 字段名 'treatment_process_name' 注释为 '污水处理工艺名称',人工确认注释是否准确描述该字段业务含义
rs_industrial_info_yc,exceedance_days,character varying,超标天数,工业园区环境监测数据表,very_short_comment,注释极短 (4字): '超标天数',确认该注释是否足以让模型理解字段含义
rs_industrial_info_yc,exceedance_reason,text,超标原因,工业园区环境监测数据表,very_short_comment,注释极短 (4字): '超标原因',确认该注释是否足以让模型理解字段含义
rs_industrial_info_yc,chemical_addition_type,character varying,药剂添加类型,工业园区环境监测数据表,code_like_field,类型类字段，注释可能过于通用: 字段名 'chemical_addition_type' 注释为 '药剂添加类型',人工确认注释是否准确描述该字段业务含义
rs_industrial_info_yc,rectification_status,text,整改情况,工业园区环境监测数据表,status_like_field,状态类字段，注释可能过于通用: 字段名 'rectification_status' 注释为 '整改情况',人工确认注释是否准确描述该字段业务含义
rs_industrial_info_yc,rectification_status,text,整改情况,工业园区环境监测数据表,very_short_comment,注释极短 (4字): '整改情况',确认该注释是否足以让模型理解字段含义
rs_industrial_info_yc_bak0305,name_part,character varying,分园名称,,missing_table_comment,表 rs_industrial_info_yc_bak0305 无表级注释，字段 name_part 的训练语义可能不完整,优先补齐表级注释后再训练该表字段
rs_industrial_info_yc_bak0305,name_part,character varying,分园名称,,name_like_field,名称类字段，注释可能过于通用: 字段名 'name_part' 注释为 '分园名称',人工确认注释是否准确描述该字段业务含义
rs_industrial_info_yc_bak0305,name_part,character varying,分园名称,,very_short_comment,注释极短 (4字): '分园名称',确认该注释是否足以让模型理解字段含义
rs_industrial_info_yc_bak0305,park_level,character,园区级别：0-未知、1-国家级、2-省级、3-市级,,missing_table_comment,表 rs_industrial_info_yc_bak0305 无表级注释，字段 park_level 的训练语义可能不完整,优先补齐表级注释后再训练该表字段
rs_industrial_info_yc_bak0305,lon,double precision,经度,,missing_table_comment,表 rs_industrial_info_yc_bak0305 无表级注释，字段 lon 的训练语义可能不完整,优先补齐表级注释后再训练该表字段
rs_industrial_info_yc_bak0305,lon,double precision,经度,,very_short_comment,注释极短 (2字): '经度',确认该注释是否足以让模型理解字段含义
rs_industrial_info_yc_bak0305,lat,double precision,纬度,,missing_table_comment,表 rs_industrial_info_yc_bak0305 无表级注释，字段 lat 的训练语义可能不完整,优先补齐表级注释后再训练该表字段
rs_industrial_info_yc_bak0305,lat,double precision,纬度,,very_short_comment,注释极短 (2字): '纬度',确认该注释是否足以让模型理解字段含义
rs_livestock_info_yc,name_old,character varying,曾用名,规模化畜禽养殖场-宜昌水环境,name_like_field,名称类字段，注释可能过于通用: 字段名 'name_old' 注释为 '曾用名',人工确认注释是否准确描述该字段业务含义
rs_livestock_info_yc,name_old,character varying,曾用名,规模化畜禽养殖场-宜昌水环境,very_short_comment,注释极短 (3字): '曾用名',确认该注释是否足以让模型理解字段含义
rs_livestock_info_yc,representative,character varying,法定代表人,规模化畜禽养殖场-宜昌水环境,very_short_comment,注释极短 (5字): '法定代表人',确认该注释是否足以让模型理解字段含义
rs_livestock_info_yc,community_code,character varying,普查小区代码,规模化畜禽养殖场-宜昌水环境,code_like_field,编码类字段，注释可能过于通用: 字段名 'community_code' 注释为 '普查小区代码',人工确认注释是否准确描述该字段业务含义
rs_livestock_info_yc,year,character varying,年份,规模化畜禽养殖场-宜昌水环境,very_short_comment,注释极短 (2字): '年份',确认该注释是否足以让模型理解字段含义
rs_livestock_info_yc,organize_code,character varying,组织机构代码,规模化畜禽养殖场-宜昌水环境,code_like_field,编码类字段，注释可能过于通用: 字段名 'organize_code' 注释为 '组织机构代码',人工确认注释是否准确描述该字段业务含义
rs_livestock_info_yc,town,character varying,乡镇,规模化畜禽养殖场-宜昌水环境,very_short_comment,注释极短 (2字): '乡镇',确认该注释是否足以让模型理解字段含义
rs_livestock_info_yc,livestock_type,character varying,养殖类型,规模化畜禽养殖场-宜昌水环境,code_like_field,类型类字段，注释可能过于通用: 字段名 'livestock_type' 注释为 '养殖类型',人工确认注释是否准确描述该字段业务含义
rs_livestock_info_yc,livestock_type,character varying,养殖类型,规模化畜禽养殖场-宜昌水环境,very_short_comment,注释极短 (4字): '养殖类型',确认该注释是否足以让模型理解字段含义
rs_livestock_info_yc,clean_type,character varying,圈舍清理方式,规模化畜禽养殖场-宜昌水环境,code_like_field,类型类字段，注释可能过于通用: 字段名 'clean_type' 注释为 '圈舍清理方式',人工确认注释是否准确描述该字段业务含义
rs_livestock_info_yc,intake_type,character varying,圈舍通风方式,规模化畜禽养殖场-宜昌水环境,code_like_field,类型类字段，注释可能过于通用: 字段名 'intake_type' 注释为 '圈舍通风方式',人工确认注释是否准确描述该字段业务含义
rs_livestock_info_yc,water_store_type,character varying,原水存储设施类型,规模化畜禽养殖场-宜昌水环境,code_like_field,类型类字段，注释可能过于通用: 字段名 'water_store_type' 注释为 '原水存储设施类型',人工确认注释是否准确描述该字段业务含义
rs_livestock_info_yc,water_name,character varying,受纳水体名称,规模化畜禽养殖场-宜昌水环境,name_like_field,名称类字段，注释可能过于通用: 字段名 'water_name' 注释为 '受纳水体名称',人工确认注释是否准确描述该字段业务含义
rs_livestock_info_yc,water_code,character varying,受纳水体代码,规模化畜禽养殖场-宜昌水环境,code_like_field,编码类字段，注释可能过于通用: 字段名 'water_code' 注释为 '受纳水体代码',人工确认注释是否准确描述该字段业务含义
rs_livestock_info_yc,glbh_flag,smallint,养殖场是否有锅炉,规模化畜禽养殖场-宜昌水环境,status_like_field,标记类字段，注释可能过于通用: 字段名 'glbh_flag' 注释为 '养殖场是否有锅炉',人工确认注释是否准确描述该字段业务含义
rs_livestock_info_yc,fzr,character varying,单位负责人,规模化畜禽养殖场-宜昌水环境,very_short_comment,注释极短 (5字): '单位负责人',确认该注释是否足以让模型理解字段含义
rs_livestock_info_yc,tjr,character varying,统计负责人,规模化畜禽养殖场-宜昌水环境,very_short_comment,注释极短 (5字): '统计负责人',确认该注释是否足以让模型理解字段含义
rs_livestock_info_yc,shr,character varying,审核人,规模化畜禽养殖场-宜昌水环境,very_short_comment,注释极短 (3字): '审核人',确认该注释是否足以让模型理解字段含义
rs_livestock_info_yc,bcrq,timestamp without time zone,报出日期,规模化畜禽养殖场-宜昌水环境,very_short_comment,注释极短 (4字): '报出日期',确认该注释是否足以让模型理解字段含义
rs_livestock_info_yc,lon,double precision,经度,规模化畜禽养殖场-宜昌水环境,very_short_comment,注释极短 (2字): '经度',确认该注释是否足以让模型理解字段含义
rs_livestock_info_yc,lat,double precision,纬度,规模化畜禽养殖场-宜昌水环境,very_short_comment,注释极短 (2字): '纬度',确认该注释是否足以让模型理解字段含义
rs_outlet,area_code,character varying,行政区代码,排污口信息表,code_like_field,编码类字段，注释可能过于通用: 字段名 'area_code' 注释为 '行政区代码',人工确认注释是否准确描述该字段业务含义
rs_outlet,area_code,character varying,行政区代码,排污口信息表,very_short_comment,注释极短 (5字): '行政区代码',确认该注释是否足以让模型理解字段含义
rs_outlet,area_name,character varying,行政区名称：乡镇（街道）,排污口信息表,name_like_field,名称类字段，注释可能过于通用: 字段名 'area_name' 注释为 '行政区名称：乡镇（街道）',人工确认注释是否准确描述该字段业务含义
rs_outlet,county_name,character varying,县(区)名称,排污口信息表,name_like_field,名称类字段，注释可能过于通用: 字段名 'county_name' 注释为 '县(区)名称',人工确认注释是否准确描述该字段业务含义
rs_outlet,outlet_code,character varying,排污口编码：国家级,排污口信息表,code_like_field,编码类字段，注释可能过于通用: 字段名 'outlet_code' 注释为 '排污口编码：国家级',人工确认注释是否准确描述该字段业务含义
rs_outlet,outlet_name,character varying,排污口名称,排污口信息表,name_like_field,名称类字段，注释可能过于通用: 字段名 'outlet_name' 注释为 '排污口名称',人工确认注释是否准确描述该字段业务含义
rs_outlet,outlet_name,character varying,排污口名称,排污口信息表,very_short_comment,注释极短 (5字): '排污口名称',确认该注释是否足以让模型理解字段含义
rs_outlet,river_basin,character varying,流域名称,排污口信息表,very_short_comment,注释极短 (4字): '流域名称',确认该注释是否足以让模型理解字段含义
rs_outlet,outlet_address,character varying,排污口地址,排污口信息表,very_short_comment,注释极短 (5字): '排污口地址',确认该注释是否足以让模型理解字段含义
rs_outlet,outlet_lon,double precision,排污口经度,排污口信息表,very_short_comment,注释极短 (5字): '排污口经度',确认该注释是否足以让模型理解字段含义
rs_outlet,outlet_lat,double precision,排污口纬度,排污口信息表,very_short_comment,注释极短 (5字): '排污口纬度',确认该注释是否足以让模型理解字段含义
rs_outlet,river_system,character varying,所属水系,排污口信息表,very_short_comment,注释极短 (4字): '所属水系',确认该注释是否足以让模型理解字段含义
rs_outlet,lake_name,character varying,湖泊名称,排污口信息表,name_like_field,名称类字段，注释可能过于通用: 字段名 'lake_name' 注释为 '湖泊名称',人工确认注释是否准确描述该字段业务含义
rs_outlet,lake_name,character varying,湖泊名称,排污口信息表,very_short_comment,注释极短 (4字): '湖泊名称',确认该注释是否足以让模型理解字段含义
rs_outlet,country_section_name,character varying,国控断面名称,排污口信息表,name_like_field,名称类字段，注释可能过于通用: 字段名 'country_section_name' 注释为 '国控断面名称',人工确认注释是否准确描述该字段业务含义
