schema_name,table_name,column_name,data_type,candidate_comment,confidence,source_rule,evidence,sample_hint,risk_reason,suggested_decision,human_decision,review_note
public,_stg_yichang_river_import,Hydroratio,"numeric(23,15)",水文匹配比例,medium,domain_staging_river_import,表域: staging; 来源: domain_staging_river_import,,临时导入表，基于原始字段名推断，建议确认,suggest_hold,,导入表缩写字段，需确认语义
public,_stg_yichang_river_import,NameList,character varying(80),河流名称列表,medium,domain_staging_river_import,表域: staging; 来源: domain_staging_river_import,,临时导入表，基于原始字段名推断，建议确认,suggest_approve,,导入表字段名英文含义明确（如 RiverID/Shape_Leng 等），注释合理
public,_stg_yichang_river_import,OrignCNT,character varying(80),原始数据来源,medium,domain_staging_river_import,表域: staging; 来源: domain_staging_river_import,,临时导入表，基于原始字段名推断，建议确认,suggest_hold,,导入表缩写字段，需确认语义
public,_stg_yichang_river_import,SEG_ID,"numeric(18,0)",分段ID,medium,domain_staging_river_import,表域: staging; 来源: domain_staging_river_import,,临时导入表，基于原始字段名推断，建议确认,suggest_approve,,导入表字段名英文含义明确（如 RiverID/Shape_Leng 等），注释合理
public,_stg_yichang_river_import,LEN,"numeric(23,15)",分段长度,medium,domain_staging_river_import,表域: staging; 来源: domain_staging_river_import,,临时导入表，基于原始字段名推断，建议确认,suggest_approve,,导入表字段名英文含义明确（如 RiverID/Shape_Leng 等），注释合理
public,_stg_yichang_river_import,FLIPPED,"numeric(18,0)",流向是否翻转,medium,domain_staging_river_import,表域: staging; 来源: domain_staging_river_import,,临时导入表，基于原始字段名推断，建议确认,suggest_hold,,导入表缩写字段，需确认语义
public,_stg_yichang_river_import,FROM_Z,"numeric(23,15)",起点高程,medium,domain_staging_river_import,表域: staging; 来源: domain_staging_river_import,,临时导入表，基于原始字段名推断，建议确认,suggest_approve,,导入表字段名英文含义明确（如 RiverID/Shape_Leng 等），注释合理
public,_stg_yichang_river_import,TO_Z,"numeric(23,15)",终点高程,medium,domain_staging_river_import,表域: staging; 来源: domain_staging_river_import,,临时导入表，基于原始字段名推断，建议确认,suggest_approve,,导入表字段名英文含义明确（如 RiverID/Shape_Leng 等），注释合理
public,_stg_yichang_river_import,STR_ORD,"numeric(18,0)",Strahler河流分级,medium,domain_staging_river_import,表域: staging; 来源: domain_staging_river_import,,临时导入表，基于原始字段名推断，建议确认,suggest_approve,,导入表字段名英文含义明确（如 RiverID/Shape_Leng 等），注释合理
public,_stg_yichang_river_import,SHR_ORD,"numeric(18,0)",Shreve河流分级,medium,domain_staging_river_import,表域: staging; 来源: domain_staging_river_import,,临时导入表，基于原始字段名推断，建议确认,suggest_approve,,导入表字段名英文含义明确（如 RiverID/Shape_Leng 等），注释合理
public,_stg_yichang_river_std,next_down,bigint,下游河流ID,medium,domain_staging_river_std,表域: staging; 来源: domain_staging_river_std,,标准化表，基于同名字段推断,suggest_approve,,标准化河流表字段，与 wst_layer_river 语义一致
public,_stg_yichang_river_std,river_class,text,河流类别,medium,domain_staging_river_std,表域: staging; 来源: domain_staging_river_std,,标准化表，基于同名字段推断,suggest_approve,,标准化河流表字段，与 wst_layer_river 语义一致
public,_stg_yichang_river_std,length_km,numeric,河流长度（公里）,medium,domain_staging_river_std,表域: staging; 来源: domain_staging_river_std,,标准化表，基于同名字段推断,suggest_approve,,标准化河流表字段，与 wst_layer_river 语义一致
public,_stg_yichang_river_std,from_z,numeric,起点高程,medium,domain_staging_river_std,表域: staging; 来源: domain_staging_river_std,,标准化表，基于同名字段推断,suggest_approve,,标准化河流表字段，与 wst_layer_river 语义一致
public,_stg_yichang_river_std,to_z,numeric,终点高程,medium,domain_staging_river_std,表域: staging; 来源: domain_staging_river_std,,标准化表，基于同名字段推断,suggest_approve,,标准化河流表字段，与 wst_layer_river 语义一致
public,_stg_yichang_river_std,metadata_json,jsonb,元数据JSON,medium,domain_staging_river_std,表域: staging; 来源: domain_staging_river_std,,标准化表，基于同名字段推断,suggest_hold,,标准化表字段，需确认
public,day_quality_setting,span_value,double precision,水质变化幅值,medium,domain_quality_setting,表域: quality_setting; 来源: domain_quality_setting,,基于字段名推断，需水质评价业务方确认,suggest_hold,,水质质量设置参数，需业务确认
public,gis_ecologicalregion,service_target,character varying(255),生态服务目标,medium,domain_gis_ecologicalregion,表域: gis; 来源: domain_gis_ecologicalregion,,需确认字段业务含义与生态红线区域相关,suggest_approve,,生态红线区域标准字段，英文含义明确
public,gis_ecologicalregion,area,double precision,面积,medium,common_field_mid_confidence,表域: gis; 来源: common_field_mid_confidence,,需确认与同表上下文一致,suggest_hold,,中置信度通用字段，建议抽查后批量确认
public,gis_ecologicalregion,ecosystem_vegetation,character varying(255),生态系统植被概况,medium,domain_gis_ecologicalregion,表域: gis; 来源: domain_gis_ecologicalregion,,需确认字段业务含义与生态红线区域相关,suggest_approve,,生态红线区域标准字段，英文含义明确
public,gis_ecologicalregion,human_activities,character varying(255),人类活动影响描述,medium,domain_gis_ecologicalregion,表域: gis; 来源: domain_gis_ecologicalregion,,需确认字段业务含义与生态红线区域相关,suggest_approve,,生态红线区域标准字段，英文含义明确
public,gis_ecologicalregion,environment_problems,character varying(255),生态环境问题描述,medium,domain_gis_ecologicalregion,表域: gis; 来源: domain_gis_ecologicalregion,,需确认字段业务含义与生态红线区域相关,suggest_approve,,生态红线区域标准字段，英文含义明确
public,gis_ecologicalregion,control_measures,character varying(255),管控措施描述,medium,domain_gis_ecologicalregion,表域: gis; 来源: domain_gis_ecologicalregion,,需确认字段业务含义与生态红线区域相关,suggest_approve,,生态红线区域标准字段，英文含义明确
public,gis_headwaters,water_intake_quantity,double precision,年取水量,medium,domain_gis_headwaters,表域: gis; 来源: domain_gis_headwaters,,需确认与水源地业务含义一致,suggest_approve,,水源地字段，英文含义明确
public,gis_headwaters,water_supply_population,bigint,供水人口数,medium,domain_gis_headwaters,表域: gis; 来源: domain_gis_headwaters,,需确认与水源地业务含义一致,suggest_approve,,水源地字段，英文含义明确
public,gis_headwaters,is_protect_region,character(1),是否在保护区范围内,medium,domain_gis_headwaters,表域: gis; 来源: domain_gis_headwaters,,需确认与水源地业务含义一致,suggest_approve,,水源地字段，英文含义明确
public,gis_naturereserve,department,character varying(100),主管部门,medium,domain_gis_naturereserve,表域: gis; 来源: domain_gis_naturereserve,,需确认与自然保护区业务含义一致,suggest_approve,,自然保护区标准字段，英文→中文映射明确（如 first_protect_animals=国家一级保护动物）
public,gis_naturereserve,protect_target,character varying(255),主要保护对象,medium,domain_gis_naturereserve,表域: gis; 来源: domain_gis_naturereserve,,需确认与自然保护区业务含义一致,suggest_approve,,自然保护区标准字段，英文→中文映射明确（如 first_protect_animals=国家一级保护动物）
public,gis_naturereserve,total_area,double precision,总面积,medium,common_field_mid_confidence,表域: gis; 来源: common_field_mid_confidence,,需确认与同表上下文一致,suggest_hold,,中置信度通用字段，建议抽查后批量确认
public,gis_naturereserve,core_area,double precision,核心区面积,medium,common_field_mid_confidence,表域: gis; 来源: common_field_mid_confidence,,需确认与同表上下文一致,suggest_hold,,中置信度通用字段，建议抽查后批量确认
public,gis_naturereserve,buffer_area,double precision,缓冲区面积,medium,common_field_mid_confidence,表域: gis; 来源: common_field_mid_confidence,,需确认与同表上下文一致,suggest_hold,,中置信度通用字段，建议抽查后批量确认
public,gis_naturereserve,manage_org_name,character varying(100),管理机构名称,medium,domain_gis_naturereserve,表域: gis; 来源: domain_gis_naturereserve,,需确认与自然保护区业务含义一致,suggest_approve,,自然保护区标准字段，英文→中文映射明确（如 first_protect_animals=国家一级保护动物）
public,gis_naturereserve,manage_org_type,character varying(8),管理机构类型,medium,domain_gis_naturereserve,表域: gis; 来源: domain_gis_naturereserve,,需确认与自然保护区业务含义一致,suggest_approve,,自然保护区标准字段，英文→中文映射明确（如 first_protect_animals=国家一级保护动物）
public,gis_naturereserve,manage_org_level,character varying(8),管理机构级别,medium,domain_gis_naturereserve,表域: gis; 来源: domain_gis_naturereserve,,需确认与自然保护区业务含义一致,suggest_approve,,自然保护区标准字段，英文→中文映射明确（如 first_protect_animals=国家一级保护动物）
public,gis_naturereserve,first_protect_animals,character varying(255),国家一级保护动物,medium,domain_gis_naturereserve,表域: gis; 来源: domain_gis_naturereserve,,需确认与自然保护区业务含义一致,suggest_approve,,自然保护区标准字段，英文→中文映射明确（如 first_protect_animals=国家一级保护动物）
public,gis_naturereserve,second_protect_animals,character varying(255),国家二级保护动物,medium,domain_gis_naturereserve,表域: gis; 来源: domain_gis_naturereserve,,需确认与自然保护区业务含义一致,suggest_approve,,自然保护区标准字段，英文→中文映射明确（如 first_protect_animals=国家一级保护动物）
public,gis_naturereserve,first_protect_plants,character varying(255),国家一级保护植物,medium,domain_gis_naturereserve,表域: gis; 来源: domain_gis_naturereserve,,需确认与自然保护区业务含义一致,suggest_approve,,自然保护区标准字段，英文→中文映射明确（如 first_protect_animals=国家一级保护动物）
public,gis_naturereserve,second_protect_plants,character varying(255),国家二级保护植物,medium,domain_gis_naturereserve,表域: gis; 来源: domain_gis_naturereserve,,需确认与自然保护区业务含义一致,suggest_approve,,自然保护区标准字段，英文→中文映射明确（如 first_protect_animals=国家一级保护动物）
public,gis_region,region_level,character varying(4),区划级别,medium,domain_gis_region,表域: gis; 来源: domain_gis_region,,需确认与行政区划业务逻辑一致,suggest_approve,,行政区划标准字段
public,gis_region,parent_code,character varying(60),父级区划编码,medium,domain_gis_region,表域: gis; 来源: domain_gis_region,,需确认与行政区划业务逻辑一致,suggest_approve,,行政区划标准字段
public,gis_region_population,city_population,double precision,城镇人口,medium,domain_region_population,表域: gis; 来源: domain_region_population,,需确认人口统计数据口径,suggest_approve,,人口统计标准字段（城镇/农村人口、面积、数量）
public,gis_region_population,city_area,double precision,城镇面积,medium,domain_region_population,表域: gis; 来源: domain_region_population,,需确认人口统计数据口径,suggest_approve,,人口统计标准字段（城镇/农村人口、面积、数量）
public,gis_region_population,city_quantity,double precision,城镇数量,medium,domain_region_population,表域: gis; 来源: domain_region_population,,需确认人口统计数据口径,suggest_approve,,人口统计标准字段（城镇/农村人口、面积、数量）
public,gis_region_population,rural_population,double precision,农村人口,medium,domain_region_population,表域: gis; 来源: domain_region_population,,需确认人口统计数据口径,suggest_approve,,人口统计标准字段（城镇/农村人口、面积、数量）
public,gis_region_population,rural_area,double precision,农村面积,medium,domain_region_population,表域: gis; 来源: domain_region_population,,需确认人口统计数据口径,suggest_approve,,人口统计标准字段（城镇/农村人口、面积、数量）
public,gis_region_population,rural_quantity,double precision,农村数量,medium,domain_region_population,表域: gis; 来源: domain_region_population,,需确认人口统计数据口径,suggest_approve,,人口统计标准字段（城镇/农村人口、面积、数量）
public,gis_watershed_partition_4,poly_area,double precision,多边形面积,medium,common_field_mid_confidence,表域: gis; 来源: common_field_mid_confidence,,需确认与同表上下文一致,suggest_approve,,"GIS标准缩写字段（如cc=行政区划编码, gb=国标编码等），跨表一致"
public,layer_reservoir_provincial,cc,character varying(8),行政区划编码,medium,common_field_mid_confidence,表域: layer; 来源: common_field_mid_confidence,,需确认与同表上下文一致,suggest_approve,,"GIS标准缩写字段（如cc=行政区划编码, gb=国标编码等），跨表一致"
public,layer_reservoir_provincial,gb,character varying(16),国标编码,medium,common_field_mid_confidence,表域: layer; 来源: common_field_mid_confidence,,需确认与同表上下文一致,suggest_approve,,"GIS标准缩写字段（如cc=行政区划编码, gb=国标编码等），跨表一致"
public,layer_reservoir_provincial,bas,character varying(16),流域编码,medium,common_field_mid_confidence,表域: layer; 来源: common_field_mid_confidence,,需确认与同表上下文一致,suggest_approve,,"GIS标准缩写字段（如cc=行政区划编码, gb=国标编码等），跨表一致"
public,layer_reservoir_provincial,period,character varying(16),时期/阶段,medium,common_field_mid_confidence,表域: layer; 来源: common_field_mid_confidence,,需确认与同表上下文一致,suggest_approve,,"GIS标准缩写字段（如cc=行政区划编码, gb=国标编码等），跨表一致"
public,layer_reservoir_provincial,wq,character varying(8),水质类别,medium,common_field_mid_confidence,表域: layer; 来源: common_field_mid_confidence,,需确认与同表上下文一致,suggest_approve,,"GIS标准缩写字段（如cc=行政区划编码, gb=国标编码等），跨表一致"
public,layer_reservoir_provincial,aheight,double precision,坝高,medium,common_field_mid_confidence,表域: layer; 来源: common_field_mid_confidence,,需确认与同表上下文一致,suggest_approve,,"GIS标准缩写字段（如cc=行政区划编码, gb=国标编码等），跨表一致"
public,layer_reservoir_provincial,parea,double precision,永久占地面积,medium,common_field_mid_confidence,表域: layer; 来源: common_field_mid_confidence,,需确认与同表上下文一致,suggest_approve,,"GIS标准缩写字段（如cc=行政区划编码, gb=国标编码等），跨表一致"
public,layer_reservoir_provincial,ec,character varying(16),生态分区编码,medium,common_field_mid_confidence,表域: layer; 来源: common_field_mid_confidence,,需确认与同表上下文一致,suggest_approve,,"GIS标准缩写字段（如cc=行政区划编码, gb=国标编码等），跨表一致"
public,layer_reservoir_provincial,grade,character varying(8),等级/级别,medium,common_field_mid_confidence,表域: layer; 来源: common_field_mid_confidence,,需确认与同表上下文一致,suggest_approve,,"GIS标准缩写字段（如cc=行政区划编码, gb=国标编码等），跨表一致"
public,layer_reservoir_provincial,mheight,double precision,最大坝高,medium,common_field_mid_confidence,表域: layer; 来源: common_field_mid_confidence,,需确认与同表上下文一致,suggest_approve,,"GIS标准缩写字段（如cc=行政区划编码, gb=国标编码等），跨表一致"
public,layer_reservoir_provincial,sdtf,character varying(4),水系特征码,medium,common_field_mid_confidence,表域: layer; 来源: common_field_mid_confidence,,需确认与同表上下文一致,suggest_approve,,"GIS标准缩写字段（如cc=行政区划编码, gb=国标编码等），跨表一致"
public,layer_reservoir_provincial,shrc,character varying(64),所属河湖编码,medium,common_field_mid_confidence,表域: layer; 来源: common_field_mid_confidence,,需确认与同表上下文一致,suggest_approve,,"GIS标准缩写字段（如cc=行政区划编码, gb=国标编码等），跨表一致"
public,layer_reservoir_provincial,vol,double precision,库容,medium,common_field_mid_confidence,表域: layer; 来源: common_field_mid_confidence,,需确认与同表上下文一致,suggest_approve,,"GIS标准缩写字段（如cc=行政区划编码, gb=国标编码等），跨表一致"
public,layer_reservoir_provincial,featid,character varying(16),要素唯一标识,medium,common_field_mid_confidence,表域: layer; 来源: common_field_mid_confidence,,需确认与同表上下文一致,suggest_approve,,"GIS标准缩写字段（如cc=行政区划编码, gb=国标编码等），跨表一致"
public,layer_reservoir_provincial,elemstime,character varying(8),要素起始时间,medium,common_field_mid_confidence,表域: layer; 来源: common_field_mid_confidence,,需确认与同表上下文一致,suggest_hold,,字段缩写含义不够明确（elemstime），需业务确认
public,layer_reservoir_provincial,elemetime,character varying(8),要素终止时间,medium,common_field_mid_confidence,表域: layer; 来源: common_field_mid_confidence,,需确认与同表上下文一致,suggest_hold,,字段缩写含义不够明确（elemetime），需业务确认
public,layer_reservoir_provincial,ecrm,integer,生态红线管理编号,medium,common_field_mid_confidence,表域: layer; 来源: common_field_mid_confidence,,需确认与同表上下文一致,suggest_hold,,字段缩写含义不够明确（ecrm），需业务确认
public,layer_reservoir_provincial,wrid,character varying(16),水资区划ID,medium,common_field_mid_confidence,表域: layer; 来源: common_field_mid_confidence,,需确认与同表上下文一致,suggest_hold,,字段缩写含义不够明确（wrid），需业务确认
public,layer_reservoir_provincial,wrgr,integer,水资区划分组,medium,common_field_mid_confidence,表域: layer; 来源: common_field_mid_confidence,,需确认与同表上下文一致,suggest_hold,,字段缩写含义不够明确（wrgr），需业务确认
public,layer_reservoir_provincial,areacode,bigint,行政区划代码,medium,common_field_mid_confidence,表域: layer; 来源: common_field_mid_confidence,,需确认与同表上下文一致,suggest_approve,,"GIS标准缩写字段（如cc=行政区划编码, gb=国标编码等），跨表一致"
public,layer_reservoir_provincial,changetype,integer,变更类型,medium,common_field_mid_confidence,表域: layer; 来源: common_field_mid_confidence,,需确认与同表上下文一致,suggest_approve,,"GIS标准缩写字段（如cc=行政区划编码, gb=国标编码等），跨表一致"
public,layer_reservoir_provincial,changeatt,character varying(64),变更属性,medium,common_field_mid_confidence,表域: layer; 来源: common_field_mid_confidence,,需确认与同表上下文一致,suggest_hold,,中置信度通用字段，建议抽查后批量确认
public,layer_reservoir_provincial,shape_leng,double precision,要素长度,medium,common_field_mid_confidence,表域: layer; 来源: common_field_mid_confidence,,需确认与同表上下文一致,suggest_approve,,"GIS标准缩写字段（如cc=行政区划编码, gb=国标编码等），跨表一致"
public,layer_reservoir_provincial,shape_area,double precision,要素面积,medium,common_field_mid_confidence,表域: layer; 来源: common_field_mid_confidence,,需确认与同表上下文一致,suggest_approve,,"GIS标准缩写字段（如cc=行政区划编码, gb=国标编码等），跨表一致"
public,layer_reservoir_provincial_label,cc,character varying(8),行政区划编码,medium,common_field_mid_confidence,表域: layer; 来源: common_field_mid_confidence,,需确认与同表上下文一致,suggest_approve,,"GIS标准缩写字段（如cc=行政区划编码, gb=国标编码等），跨表一致"
public,layer_reservoir_provincial_label,gb,character varying(16),国标编码,medium,common_field_mid_confidence,表域: layer; 来源: common_field_mid_confidence,,需确认与同表上下文一致,suggest_approve,,"GIS标准缩写字段（如cc=行政区划编码, gb=国标编码等），跨表一致"
public,layer_reservoir_provincial_label,bas,character varying(16),流域编码,medium,common_field_mid_confidence,表域: layer; 来源: common_field_mid_confidence,,需确认与同表上下文一致,suggest_approve,,"GIS标准缩写字段（如cc=行政区划编码, gb=国标编码等），跨表一致"
public,layer_reservoir_provincial_label,period,character varying(16),时期/阶段,medium,common_field_mid_confidence,表域: layer; 来源: common_field_mid_confidence,,需确认与同表上下文一致,suggest_approve,,"GIS标准缩写字段（如cc=行政区划编码, gb=国标编码等），跨表一致"
public,layer_reservoir_provincial_label,wq,character varying(8),水质类别,medium,common_field_mid_confidence,表域: layer; 来源: common_field_mid_confidence,,需确认与同表上下文一致,suggest_approve,,"GIS标准缩写字段（如cc=行政区划编码, gb=国标编码等），跨表一致"
public,layer_reservoir_provincial_label,aheight,double precision,坝高,medium,common_field_mid_confidence,表域: layer; 来源: common_field_mid_confidence,,需确认与同表上下文一致,suggest_approve,,"GIS标准缩写字段（如cc=行政区划编码, gb=国标编码等），跨表一致"
public,layer_reservoir_provincial_label,parea,double precision,永久占地面积,medium,common_field_mid_confidence,表域: layer; 来源: common_field_mid_confidence,,需确认与同表上下文一致,suggest_approve,,"GIS标准缩写字段（如cc=行政区划编码, gb=国标编码等），跨表一致"
public,layer_reservoir_provincial_label,ec,character varying(16),生态分区编码,medium,common_field_mid_confidence,表域: layer; 来源: common_field_mid_confidence,,需确认与同表上下文一致,suggest_approve,,"GIS标准缩写字段（如cc=行政区划编码, gb=国标编码等），跨表一致"
public,layer_reservoir_provincial_label,grade,character varying(8),等级/级别,medium,common_field_mid_confidence,表域: layer; 来源: common_field_mid_confidence,,需确认与同表上下文一致,suggest_approve,,"GIS标准缩写字段（如cc=行政区划编码, gb=国标编码等），跨表一致"
public,layer_reservoir_provincial_label,mheight,double precision,最大坝高,medium,common_field_mid_confidence,表域: layer; 来源: common_field_mid_confidence,,需确认与同表上下文一致,suggest_approve,,"GIS标准缩写字段（如cc=行政区划编码, gb=国标编码等），跨表一致"
public,layer_reservoir_provincial_label,sdtf,character varying(4),水系特征码,medium,common_field_mid_confidence,表域: layer; 来源: common_field_mid_confidence,,需确认与同表上下文一致,suggest_approve,,"GIS标准缩写字段（如cc=行政区划编码, gb=国标编码等），跨表一致"
public,layer_reservoir_provincial_label,shrc,character varying(64),所属河湖编码,medium,common_field_mid_confidence,表域: layer; 来源: common_field_mid_confidence,,需确认与同表上下文一致,suggest_approve,,"GIS标准缩写字段（如cc=行政区划编码, gb=国标编码等），跨表一致"
public,layer_reservoir_provincial_label,vol,double precision,库容,medium,common_field_mid_confidence,表域: layer; 来源: common_field_mid_confidence,,需确认与同表上下文一致,suggest_approve,,"GIS标准缩写字段（如cc=行政区划编码, gb=国标编码等），跨表一致"
public,layer_reservoir_provincial_label,featid,character varying(16),要素唯一标识,medium,common_field_mid_confidence,表域: layer; 来源: common_field_mid_confidence,,需确认与同表上下文一致,suggest_approve,,"GIS标准缩写字段（如cc=行政区划编码, gb=国标编码等），跨表一致"
public,layer_reservoir_provincial_label,elemstime,character varying(8),要素起始时间,medium,common_field_mid_confidence,表域: layer; 来源: common_field_mid_confidence,,需确认与同表上下文一致,suggest_hold,,字段缩写含义不够明确（elemstime），需业务确认
public,layer_reservoir_provincial_label,elemetime,character varying(8),要素终止时间,medium,common_field_mid_confidence,表域: layer; 来源: common_field_mid_confidence,,需确认与同表上下文一致,suggest_hold,,字段缩写含义不够明确（elemetime），需业务确认
public,layer_reservoir_provincial_label,ecrm,integer,生态红线管理编号,medium,common_field_mid_confidence,表域: layer; 来源: common_field_mid_confidence,,需确认与同表上下文一致,suggest_hold,,字段缩写含义不够明确（ecrm），需业务确认
public,layer_reservoir_provincial_label,wrid,character varying(16),水资区划ID,medium,common_field_mid_confidence,表域: layer; 来源: common_field_mid_confidence,,需确认与同表上下文一致,suggest_hold,,字段缩写含义不够明确（wrid），需业务确认
public,layer_reservoir_provincial_label,wrgr,integer,水资区划分组,medium,common_field_mid_confidence,表域: layer; 来源: common_field_mid_confidence,,需确认与同表上下文一致,suggest_hold,,字段缩写含义不够明确（wrgr），需业务确认
public,layer_reservoir_provincial_label,areacode,bigint,行政区划代码,medium,common_field_mid_confidence,表域: layer; 来源: common_field_mid_confidence,,需确认与同表上下文一致,suggest_approve,,"GIS标准缩写字段（如cc=行政区划编码, gb=国标编码等），跨表一致"
public,layer_reservoir_provincial_label,changetype,integer,变更类型,medium,common_field_mid_confidence,表域: layer; 来源: common_field_mid_confidence,,需确认与同表上下文一致,suggest_approve,,"GIS标准缩写字段（如cc=行政区划编码, gb=国标编码等），跨表一致"
public,layer_reservoir_provincial_label,changeatt,character varying(64),变更属性,medium,common_field_mid_confidence,表域: layer; 来源: common_field_mid_confidence,,需确认与同表上下文一致,suggest_hold,,中置信度通用字段，建议抽查后批量确认
public,layer_reservoir_provincial_合并,cc,character varying(8),行政区划编码,medium,common_field_mid_confidence,表域: layer; 来源: common_field_mid_confidence,,需确认与同表上下文一致,suggest_approve,,"GIS标准缩写字段（如cc=行政区划编码, gb=国标编码等），跨表一致"
public,layer_reservoir_provincial_合并,gb,character varying(16),国标编码,medium,common_field_mid_confidence,表域: layer; 来源: common_field_mid_confidence,,需确认与同表上下文一致,suggest_approve,,"GIS标准缩写字段（如cc=行政区划编码, gb=国标编码等），跨表一致"
public,layer_reservoir_provincial_合并,bas,character varying(16),流域编码,medium,common_field_mid_confidence,表域: layer; 来源: common_field_mid_confidence,,需确认与同表上下文一致,suggest_approve,,"GIS标准缩写字段（如cc=行政区划编码, gb=国标编码等），跨表一致"
public,layer_reservoir_provincial_合并,period,character varying(16),时期/阶段,medium,common_field_mid_confidence,表域: layer; 来源: common_field_mid_confidence,,需确认与同表上下文一致,suggest_approve,,"GIS标准缩写字段（如cc=行政区划编码, gb=国标编码等），跨表一致"
public,layer_reservoir_provincial_合并,wq,character varying(8),水质类别,medium,common_field_mid_confidence,表域: layer; 来源: common_field_mid_confidence,,需确认与同表上下文一致,suggest_approve,,"GIS标准缩写字段（如cc=行政区划编码, gb=国标编码等），跨表一致"
public,layer_reservoir_provincial_合并,aheight,double precision,坝高,medium,common_field_mid_confidence,表域: layer; 来源: common_field_mid_confidence,,需确认与同表上下文一致,suggest_approve,,"GIS标准缩写字段（如cc=行政区划编码, gb=国标编码等），跨表一致"
public,layer_reservoir_provincial_合并,parea,double precision,永久占地面积,medium,common_field_mid_confidence,表域: layer; 来源: common_field_mid_confidence,,需确认与同表上下文一致,suggest_approve,,"GIS标准缩写字段（如cc=行政区划编码, gb=国标编码等），跨表一致"
public,layer_reservoir_provincial_合并,ec,character varying(16),生态分区编码,medium,common_field_mid_confidence,表域: layer; 来源: common_field_mid_confidence,,需确认与同表上下文一致,suggest_approve,,"GIS标准缩写字段（如cc=行政区划编码, gb=国标编码等），跨表一致"
