table_name,column_name,exclusion_category,reason,source_file,recommended_next_action
gis_region,code,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
gis_region,address,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
gis_region,remark,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
gis_region_city,id,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
gis_region_city,geom,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
gis_region_county,id,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
gis_region_county,geom,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
gis_region_population,id,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
gis_region_population,region_id,keep_manual,表为空(sample=none)；无显式外键；仅基于同名字段推断，不满足自动补注释条件,comment_fill_candidates.csv,人工确认字段含义后手工补注释
gis_region_population,city_population,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
gis_region_population,city_area,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
gis_region_population,city_quantity,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
gis_region_population,rural_population,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
gis_region_population,rural_area,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
gis_region_population,rural_quantity,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
gis_region_population,year,keep_manual,表为空(sample=none)；无显式外键；仅基于同名字段推断，不满足自动补注释条件,comment_fill_candidates.csv,人工确认字段含义后手工补注释
gis_region_population,create_by,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
gis_region_population,create_time,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
gis_region_population,update_by,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
gis_region_population,update_time,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
gis_region_population,del_flag,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
gis_region_township,id,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
gis_region_township,geom,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
gis_watershed_partition,id,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
gis_watershed_partition_3,id,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
gis_watershed_partition_3,geom,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
gis_watershed_partition_4,id,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
gis_watershed_partition_4,geom,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
gis_watershed_partition_4,poly_area,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
gis_watershed_partition_4,2021,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
gis_watershed_partition_4,2025,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
gis_watershed_partition_4,2035,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
layer_boundary_enterprise,id,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
layer_boundary_enterprise,name,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
layer_boundary_enterprise,code,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
layer_boundary_enterprise,geom,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
layer_boundary_park,id,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
layer_boundary_park,geom,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
layer_boundary_park,name,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
layer_boundary_park,code,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
layer_industrial_ghysgw,id,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
layer_industrial_ghysgw,geom,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
layer_industrial_ghysgw,name,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
layer_industrial_ghysgw,code,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
layer_industrial_lsf,id,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
layer_industrial_lsf,geom,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
layer_industrial_lsf,name,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
layer_industrial_lsf,code,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
layer_industrial_xzysgw,id,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
layer_industrial_xzysgw,geom,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
layer_industrial_xzysgw,name,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
layer_industrial_xzysgw,code,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
layer_industrial_yjf,id,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
layer_industrial_yjf,geom,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
layer_industrial_yjf,name,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
layer_industrial_yjf,code,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
layer_industrial_yjsgc,id,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
layer_industrial_yjsgc,geom,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
layer_industrial_yjsgc,x,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
layer_industrial_yjsgc,y,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
layer_industrial_yjsgc,name,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
layer_industrial_yjsgc,code,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
layer_industrial_ysc,id,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
layer_industrial_ysc,geom,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
layer_industrial_ysc,x,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
layer_industrial_ysc,y,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
layer_industrial_ysc,name,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
layer_industrial_ysc,code,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
layer_outlet_sewage,id,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
layer_outlet_sewage,x,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
layer_outlet_sewage,y,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
layer_outlet_sewage,name,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
layer_outlet_sewage,code,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
layer_outlet_sewage,geom,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
layer_partition_2,id,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
layer_partition_2,geom,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
layer_partition_3,id,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
layer_partition_3,geom,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
layer_reservoir_provincial,id,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
layer_reservoir_provincial,geom,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
layer_reservoir_provincial,objectid,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
layer_reservoir_provincial,cc,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
layer_reservoir_provincial,gb,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
layer_reservoir_provincial,bas,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
layer_reservoir_provincial,name,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
layer_reservoir_provincial,period,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
layer_reservoir_provincial,type,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
layer_reservoir_provincial,wq,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
