schema_name,table_name,column_name,data_type,current_comment,candidate_comment,confidence,grade,evidence,source_rule,sample_hint,risk_reason
public,day_quality_setting,span_standard_value,double precision,,标准幅值,low,C_hold,表域: quality_setting; 来源: domain_quality_setting,domain_quality_setting,,基于字段名推断，需水质评价业务方确认
public,gis_ecologicalregion,id,bigint,,主键ID,high,A_auto_safe,表域: gis; 来源: standard_id_field,standard_id_field,,
public,gis_ecologicalregion,ecological_region_name,character varying(255),,生态红线区域名称,high,A_auto_safe,表域: gis; 来源: domain_gis_ecologicalregion,domain_gis_ecologicalregion,,
public,gis_ecologicalregion,ecological_region_code,character varying(32),,生态红线区域编码,high,A_auto_safe,表域: gis; 来源: domain_gis_ecologicalregion,domain_gis_ecologicalregion,,
public,gis_ecologicalregion,address,character varying(255),,地址,high,A_auto_safe,表域: gis; 来源: standard_common_field,standard_common_field,,
public,gis_ecologicalregion,geom,"geometry(Geometry,4326)",,空间几何数据,high,A_auto_safe,表域: gis; 来源: standard_geom_field,standard_geom_field,,
public,gis_ecologicalregion,population,bigint,,人口数量,high,A_auto_safe,表域: gis; 来源: standard_common_field,standard_common_field,,
public,gis_ecologicalregion,type,character(1),,类型,high,A_auto_safe,表域: gis; 来源: standard_common_field,standard_common_field,,
public,gis_ecologicalregion,service_target,character varying(255),,生态服务目标,medium,B_review,表域: gis; 来源: domain_gis_ecologicalregion,domain_gis_ecologicalregion,,需确认字段业务含义与生态红线区域相关
public,gis_ecologicalregion,area,double precision,,面积,medium,B_review,表域: gis; 来源: common_field_mid_confidence,common_field_mid_confidence,,需确认与同表上下文一致
public,gis_ecologicalregion,ecosystem_vegetation,character varying(255),,生态系统植被概况,medium,B_review,表域: gis; 来源: domain_gis_ecologicalregion,domain_gis_ecologicalregion,,需确认字段业务含义与生态红线区域相关
public,gis_ecologicalregion,human_activities,character varying(255),,人类活动影响描述,medium,B_review,表域: gis; 来源: domain_gis_ecologicalregion,domain_gis_ecologicalregion,,需确认字段业务含义与生态红线区域相关
public,gis_ecologicalregion,environment_problems,character varying(255),,生态环境问题描述,medium,B_review,表域: gis; 来源: domain_gis_ecologicalregion,domain_gis_ecologicalregion,,需确认字段业务含义与生态红线区域相关
public,gis_ecologicalregion,control_measures,character varying(255),,管控措施描述,medium,B_review,表域: gis; 来源: domain_gis_ecologicalregion,domain_gis_ecologicalregion,,需确认字段业务含义与生态红线区域相关
public,gis_ecologicalregion,remark,character varying(255),,备注,high,A_auto_safe,表域: gis; 来源: standard_common_field,standard_common_field,,
public,gis_ecologicalregion,create_by,bigint,,创建人,high,A_auto_safe,表域: gis; 来源: standard_audit_field,standard_audit_field,,
public,gis_ecologicalregion,create_time,timestamp without time zone,,创建时间,high,A_auto_safe,表域: gis; 来源: standard_audit_field,standard_audit_field,,
public,gis_ecologicalregion,update_by,bigint,,修改人,high,A_auto_safe,表域: gis; 来源: standard_audit_field,standard_audit_field,,
public,gis_ecologicalregion,update_time,timestamp without time zone,,修改时间,high,A_auto_safe,表域: gis; 来源: standard_audit_field,standard_audit_field,,
public,gis_ecologicalregion,del_flag,character(1),,删除标志：0-正常，1-已删除,high,A_auto_safe,表域: gis; 来源: standard_audit_field,standard_audit_field,,
public,gis_headwaters,id,bigint,,主键ID,high,A_auto_safe,表域: gis; 来源: standard_id_field,standard_id_field,,
public,gis_headwaters,headwaters_name,character varying(255),,水源地名称,high,A_auto_safe,表域: gis; 来源: domain_gis_headwaters,domain_gis_headwaters,,
public,gis_headwaters,headwaters_code,character varying(32),,水源地编码,high,A_auto_safe,表域: gis; 来源: domain_gis_headwaters,domain_gis_headwaters,,
public,gis_headwaters,address,character varying(255),,地址,high,A_auto_safe,表域: gis; 来源: standard_common_field,standard_common_field,,
public,gis_headwaters,geom,"geometry(Geometry,4326)",,空间几何数据,high,A_auto_safe,表域: gis; 来源: standard_geom_field,standard_geom_field,,
public,gis_headwaters,level,character varying(8),,级别,high,A_auto_safe,表域: gis; 来源: standard_common_field,standard_common_field,,
public,gis_headwaters,type,character(1),,类型,high,A_auto_safe,表域: gis; 来源: standard_common_field,standard_common_field,,
public,gis_headwaters,water_intake_quantity,double precision,,年取水量,medium,B_review,表域: gis; 来源: domain_gis_headwaters,domain_gis_headwaters,,需确认与水源地业务含义一致
public,gis_headwaters,water_supply_population,bigint,,供水人口数,medium,B_review,表域: gis; 来源: domain_gis_headwaters,domain_gis_headwaters,,需确认与水源地业务含义一致
public,gis_headwaters,is_protect_region,character(1),,是否在保护区范围内,medium,B_review,表域: gis; 来源: domain_gis_headwaters,domain_gis_headwaters,,需确认与水源地业务含义一致
public,gis_headwaters,remark,character varying(255),,备注,high,A_auto_safe,表域: gis; 来源: standard_common_field,standard_common_field,,
public,gis_headwaters,create_by,bigint,,创建人,high,A_auto_safe,表域: gis; 来源: standard_audit_field,standard_audit_field,,
public,gis_headwaters,create_time,timestamp without time zone,,创建时间,high,A_auto_safe,表域: gis; 来源: standard_audit_field,standard_audit_field,,
public,gis_headwaters,update_by,bigint,,修改人,high,A_auto_safe,表域: gis; 来源: standard_audit_field,standard_audit_field,,
public,gis_headwaters,update_time,timestamp without time zone,,修改时间,high,A_auto_safe,表域: gis; 来源: standard_audit_field,standard_audit_field,,
public,gis_headwaters,del_flag,character(1),,删除标志：0-正常，1-已删除,high,A_auto_safe,表域: gis; 来源: standard_audit_field,standard_audit_field,,
public,gis_naturereserve,id,bigint,,主键ID,high,A_auto_safe,表域: gis; 来源: standard_id_field,standard_id_field,,
public,gis_naturereserve,nature_reserve_name,character varying(255),,自然保护区名称,high,A_auto_safe,表域: gis; 来源: domain_gis_naturereserve,domain_gis_naturereserve,,
public,gis_naturereserve,nature_reserve_code,character varying(32),,自然保护区编码,high,A_auto_safe,表域: gis; 来源: domain_gis_naturereserve,domain_gis_naturereserve,,
public,gis_naturereserve,address,character varying(255),,地址,high,A_auto_safe,表域: gis; 来源: standard_common_field,standard_common_field,,
public,gis_naturereserve,geom,"geometry(Geometry,4326)",,空间几何数据,high,A_auto_safe,表域: gis; 来源: standard_geom_field,standard_geom_field,,
public,gis_naturereserve,department,character varying(100),,主管部门,medium,B_review,表域: gis; 来源: domain_gis_naturereserve,domain_gis_naturereserve,,需确认与自然保护区业务含义一致
public,gis_naturereserve,type,character(1),,类型,high,A_auto_safe,表域: gis; 来源: standard_common_field,standard_common_field,,
public,gis_naturereserve,level,character varying(8),,级别,high,A_auto_safe,表域: gis; 来源: standard_common_field,standard_common_field,,
public,gis_naturereserve,protect_target,character varying(255),,主要保护对象,medium,B_review,表域: gis; 来源: domain_gis_naturereserve,domain_gis_naturereserve,,需确认与自然保护区业务含义一致
public,gis_naturereserve,total_area,double precision,,总面积,medium,B_review,表域: gis; 来源: common_field_mid_confidence,common_field_mid_confidence,,需确认与同表上下文一致
public,gis_naturereserve,core_area,double precision,,核心区面积,medium,B_review,表域: gis; 来源: common_field_mid_confidence,common_field_mid_confidence,,需确认与同表上下文一致
public,gis_naturereserve,buffer_area,double precision,,缓冲区面积,medium,B_review,表域: gis; 来源: common_field_mid_confidence,common_field_mid_confidence,,需确认与同表上下文一致
public,gis_naturereserve,manage_org_name,character varying(100),,管理机构名称,medium,B_review,表域: gis; 来源: domain_gis_naturereserve,domain_gis_naturereserve,,需确认与自然保护区业务含义一致
public,gis_naturereserve,manage_org_type,character varying(8),,管理机构类型,medium,B_review,表域: gis; 来源: domain_gis_naturereserve,domain_gis_naturereserve,,需确认与自然保护区业务含义一致
public,gis_naturereserve,manage_org_level,character varying(8),,管理机构级别,medium,B_review,表域: gis; 来源: domain_gis_naturereserve,domain_gis_naturereserve,,需确认与自然保护区业务含义一致
public,gis_naturereserve,population,bigint,,人口数量,high,A_auto_safe,表域: gis; 来源: standard_common_field,standard_common_field,,
public,gis_naturereserve,first_protect_animals,character varying(255),,国家一级保护动物,medium,B_review,表域: gis; 来源: domain_gis_naturereserve,domain_gis_naturereserve,,需确认与自然保护区业务含义一致
public,gis_naturereserve,second_protect_animals,character varying(255),,国家二级保护动物,medium,B_review,表域: gis; 来源: domain_gis_naturereserve,domain_gis_naturereserve,,需确认与自然保护区业务含义一致
public,gis_naturereserve,first_protect_plants,character varying(255),,国家一级保护植物,medium,B_review,表域: gis; 来源: domain_gis_naturereserve,domain_gis_naturereserve,,需确认与自然保护区业务含义一致
public,gis_naturereserve,second_protect_plants,character varying(255),,国家二级保护植物,medium,B_review,表域: gis; 来源: domain_gis_naturereserve,domain_gis_naturereserve,,需确认与自然保护区业务含义一致
public,gis_naturereserve,create_by,bigint,,创建人,high,A_auto_safe,表域: gis; 来源: standard_audit_field,standard_audit_field,,
public,gis_naturereserve,create_time,timestamp without time zone,,创建时间,high,A_auto_safe,表域: gis; 来源: standard_audit_field,standard_audit_field,,
public,gis_naturereserve,update_by,bigint,,修改人,high,A_auto_safe,表域: gis; 来源: standard_audit_field,standard_audit_field,,
public,gis_naturereserve,update_time,timestamp without time zone,,修改时间,high,A_auto_safe,表域: gis; 来源: standard_audit_field,standard_audit_field,,
public,gis_naturereserve,del_flag,character(1),,删除标志：0-正常，1-已删除,high,A_auto_safe,表域: gis; 来源: standard_audit_field,standard_audit_field,,
public,gis_poi,create_time,timestamp without time zone,,创建时间,high,A_auto_safe,表域: gis; 来源: standard_audit_field,standard_audit_field,,
public,gis_poi,update_time,timestamp without time zone,,修改时间,high,A_auto_safe,表域: gis; 来源: standard_audit_field,standard_audit_field,,
public,gis_poi,del_flag,character(1),,删除标志：0-正常，1-已删除,high,A_auto_safe,表域: gis; 来源: standard_audit_field,standard_audit_field,,
public,gis_poi,create_by,bigint,,创建人,high,A_auto_safe,表域: gis; 来源: standard_audit_field,standard_audit_field,,
public,gis_poi,update_by,bigint,,修改人,high,A_auto_safe,表域: gis; 来源: standard_audit_field,standard_audit_field,,
public,gis_region,region_code,character varying(32),,行政区划编码,high,A_auto_safe,表域: gis; 来源: domain_gis_region,domain_gis_region,,
public,gis_region,region_name,character varying(100),,行政区划名称,high,A_auto_safe,表域: gis; 来源: domain_gis_region,domain_gis_region,,
public,gis_region,control_unit_id,bigint,,管控单元ID,high,A_auto_safe,表域: gis; 来源: standard_id_field,standard_id_field,,
public,gis_region,region_level,character varying(4),,区划级别,medium,B_review,表域: gis; 来源: domain_gis_region,domain_gis_region,,需确认与行政区划业务逻辑一致
public,gis_region,parent_code,character varying(60),,父级区划编码,medium,B_review,表域: gis; 来源: domain_gis_region,domain_gis_region,,需确认与行政区划业务逻辑一致
public,gis_region,code,character varying(32),,编码,high,A_auto_safe,表域: gis; 来源: standard_common_field,standard_common_field,,
public,gis_region,address,character varying(255),,地址,high,A_auto_safe,表域: gis; 来源: standard_common_field,standard_common_field,,
public,gis_region,remark,character varying(255),,备注,high,A_auto_safe,表域: gis; 来源: standard_common_field,standard_common_field,,
public,gis_region_city,id,integer,,主键ID,high,A_auto_safe,表域: gis; 来源: standard_id_field,standard_id_field,,
public,gis_region_city,geom,"geometry(MultiPolygon,4326)",,空间几何数据,high,A_auto_safe,表域: gis; 来源: standard_geom_field,standard_geom_field,,
public,gis_region_county,id,integer,,主键ID,high,A_auto_safe,表域: gis; 来源: standard_id_field,standard_id_field,,
public,gis_region_county,geom,"geometry(MultiPolygon,4326)",,空间几何数据,high,A_auto_safe,表域: gis; 来源: standard_geom_field,standard_geom_field,,
public,gis_region_population,id,bigint,,主键ID,high,A_auto_safe,表域: gis; 来源: standard_id_field,standard_id_field,,
public,gis_region_population,region_id,bigint,,区域ID,high,A_auto_safe,表域: gis; 来源: standard_id_field,standard_id_field,,
public,gis_region_population,city_population,double precision,,城镇人口,medium,B_review,表域: gis; 来源: domain_region_population,domain_region_population,,需确认人口统计数据口径
public,gis_region_population,city_area,double precision,,城镇面积,medium,B_review,表域: gis; 来源: domain_region_population,domain_region_population,,需确认人口统计数据口径
public,gis_region_population,city_quantity,double precision,,城镇数量,medium,B_review,表域: gis; 来源: domain_region_population,domain_region_population,,需确认人口统计数据口径
public,gis_region_population,rural_population,double precision,,农村人口,medium,B_review,表域: gis; 来源: domain_region_population,domain_region_population,,需确认人口统计数据口径
public,gis_region_population,rural_area,double precision,,农村面积,medium,B_review,表域: gis; 来源: domain_region_population,domain_region_population,,需确认人口统计数据口径
public,gis_region_population,rural_quantity,double precision,,农村数量,medium,B_review,表域: gis; 来源: domain_region_population,domain_region_population,,需确认人口统计数据口径
public,gis_region_population,year,bigint,,年份,high,A_auto_safe,表域: gis; 来源: standard_common_field,standard_common_field,,
public,gis_region_population,create_by,bigint,,创建人,high,A_auto_safe,表域: gis; 来源: standard_audit_field,standard_audit_field,,
public,gis_region_population,create_time,timestamp without time zone,,创建时间,high,A_auto_safe,表域: gis; 来源: standard_audit_field,standard_audit_field,,
public,gis_region_population,update_by,bigint,,修改人,high,A_auto_safe,表域: gis; 来源: standard_audit_field,standard_audit_field,,
public,gis_region_population,update_time,timestamp without time zone,,修改时间,high,A_auto_safe,表域: gis; 来源: standard_audit_field,standard_audit_field,,
public,gis_region_population,del_flag,character(1),,删除标志：0-正常，1-已删除,high,A_auto_safe,表域: gis; 来源: standard_audit_field,standard_audit_field,,
public,gis_region_township,id,integer,,主键ID,high,A_auto_safe,表域: gis; 来源: standard_id_field,standard_id_field,,
public,gis_region_township,geom,"geometry(MultiPolygon,4326)",,空间几何数据,high,A_auto_safe,表域: gis; 来源: standard_geom_field,standard_geom_field,,
public,gis_watershed_partition,id,bigint,,主键ID,high,A_auto_safe,表域: gis; 来源: standard_id_field,standard_id_field,,
public,gis_watershed_partition_3,id,integer,,主键ID,high,A_auto_safe,表域: gis; 来源: standard_id_field,standard_id_field,,
public,gis_watershed_partition_3,geom,"geometry(MultiPolygon,4326)",,空间几何数据,high,A_auto_safe,表域: gis; 来源: standard_geom_field,standard_geom_field,,
public,gis_watershed_partition_4,id,integer,,主键ID,high,A_auto_safe,表域: gis; 来源: standard_id_field,standard_id_field,,
public,gis_watershed_partition_4,geom,"geometry(MultiPolygon,4326)",,空间几何数据,high,A_auto_safe,表域: gis; 来源: standard_geom_field,standard_geom_field,,
public,gis_watershed_partition_4,poly_area,double precision,,多边形面积,medium,B_review,表域: gis; 来源: common_field_mid_confidence,common_field_mid_confidence,,需确认与同表上下文一致
public,gis_watershed_partition_4,2021,character varying(50),,2021年数据,low,C_hold,表域: gis; 来源: digit_column_name,digit_column_name,,年份命名字段，需业务方确认具体含义
public,gis_watershed_partition_4,2025,character varying(50),,2025年数据,low,C_hold,表域: gis; 来源: digit_column_name,digit_column_name,,年份命名字段，需业务方确认具体含义
public,gis_watershed_partition_4,2035,character varying(50),,2035年数据,low,C_hold,表域: gis; 来源: digit_column_name,digit_column_name,,年份命名字段，需业务方确认具体含义
public,layer_boundary_enterprise,id,integer,,主键ID,high,A_auto_safe,表域: layer; 来源: standard_id_field,standard_id_field,,
public,layer_boundary_enterprise,name,character varying,,名称,high,A_auto_safe,表域: layer; 来源: standard_common_field,standard_common_field,,
public,layer_boundary_enterprise,code,character varying,,编码,high,A_auto_safe,表域: layer; 来源: standard_common_field,standard_common_field,,
public,layer_boundary_enterprise,geom,"geometry(MultiLineString,4326)",,空间几何数据,high,A_auto_safe,表域: layer; 来源: standard_geom_field,standard_geom_field,,
public,layer_boundary_park,id,integer,,主键ID,high,A_auto_safe,表域: layer; 来源: standard_id_field,standard_id_field,,
public,layer_boundary_park,geom,"geometry(MultiPolygon,4326)",,空间几何数据,high,A_auto_safe,表域: layer; 来源: standard_geom_field,standard_geom_field,,
public,layer_boundary_park,name,character varying(28),,名称,high,A_auto_safe,表域: layer; 来源: standard_common_field,standard_common_field,,
public,layer_boundary_park,code,character varying(50),,编码,high,A_auto_safe,表域: layer; 来源: standard_common_field,standard_common_field,,
public,layer_industrial_ghysgw,id,integer,,主键ID,high,A_auto_safe,表域: layer; 来源: standard_id_field,standard_id_field,,
public,layer_industrial_ghysgw,geom,"geometry(MultiLineString,4326)",,空间几何数据,high,A_auto_safe,表域: layer; 来源: standard_geom_field,standard_geom_field,,
public,layer_industrial_ghysgw,name,character varying(10),,名称,high,A_auto_safe,表域: layer; 来源: standard_common_field,standard_common_field,,
public,layer_industrial_ghysgw,code,character varying(50),,编码,high,A_auto_safe,表域: layer; 来源: standard_common_field,standard_common_field,,
public,layer_industrial_lsf,id,integer,,主键ID,high,A_auto_safe,表域: layer; 来源: standard_id_field,standard_id_field,,
public,layer_industrial_lsf,geom,"geometry(Point,4326)",,空间几何数据,high,A_auto_safe,表域: layer; 来源: standard_geom_field,standard_geom_field,,
public,layer_industrial_lsf,name,character varying(10),,名称,high,A_auto_safe,表域: layer; 来源: standard_common_field,standard_common_field,,
public,layer_industrial_lsf,code,character varying(50),,编码,high,A_auto_safe,表域: layer; 来源: standard_common_field,standard_common_field,,
public,layer_industrial_xzysgw,id,integer,,主键ID,high,A_auto_safe,表域: layer; 来源: standard_id_field,standard_id_field,,
public,layer_industrial_xzysgw,geom,"geometry(MultiLineString,4326)",,空间几何数据,high,A_auto_safe,表域: layer; 来源: standard_geom_field,standard_geom_field,,
public,layer_industrial_xzysgw,name,character varying(10),,名称,high,A_auto_safe,表域: layer; 来源: standard_common_field,standard_common_field,,
public,layer_industrial_xzysgw,code,character varying(50),,编码,high,A_auto_safe,表域: layer; 来源: standard_common_field,standard_common_field,,
public,layer_industrial_yjf,id,integer,,主键ID,high,A_auto_safe,表域: layer; 来源: standard_id_field,standard_id_field,,
public,layer_industrial_yjf,geom,"geometry(Point,4326)",,空间几何数据,high,A_auto_safe,表域: layer; 来源: standard_geom_field,standard_geom_field,,
public,layer_industrial_yjf,name,character varying(10),,名称,high,A_auto_safe,表域: layer; 来源: standard_common_field,standard_common_field,,
public,layer_industrial_yjf,code,character varying(50),,编码,high,A_auto_safe,表域: layer; 来源: standard_common_field,standard_common_field,,
public,layer_industrial_yjsgc,id,integer,,主键ID,high,A_auto_safe,表域: layer; 来源: standard_id_field,standard_id_field,,
public,layer_industrial_yjsgc,geom,"geometry(Point,4326)",,空间几何数据,high,A_auto_safe,表域: layer; 来源: standard_geom_field,standard_geom_field,,
public,layer_industrial_yjsgc,x,double precision,,X坐标,high,A_auto_safe,表域: layer; 来源: standard_common_field,standard_common_field,,
public,layer_industrial_yjsgc,y,double precision,,Y坐标,high,A_auto_safe,表域: layer; 来源: standard_common_field,standard_common_field,,
public,layer_industrial_yjsgc,name,character varying(100),,名称,high,A_auto_safe,表域: layer; 来源: standard_common_field,standard_common_field,,
public,layer_industrial_yjsgc,code,character varying(50),,编码,high,A_auto_safe,表域: layer; 来源: standard_common_field,standard_common_field,,
public,layer_industrial_ysc,id,integer,,主键ID,high,A_auto_safe,表域: layer; 来源: standard_id_field,standard_id_field,,
public,layer_industrial_ysc,geom,"geometry(Point,4326)",,空间几何数据,high,A_auto_safe,表域: layer; 来源: standard_geom_field,standard_geom_field,,
public,layer_industrial_ysc,x,double precision,,X坐标,high,A_auto_safe,表域: layer; 来源: standard_common_field,standard_common_field,,
public,layer_industrial_ysc,y,double precision,,Y坐标,high,A_auto_safe,表域: layer; 来源: standard_common_field,standard_common_field,,
